receita_por_mwh,tipo_receita,capacidade_max,taxa,tipo_custo,custo_colheita_por_t,custo_armazenamento_por_t,custo_carga_por_t,premio_produtor,expansao,UF,alfa_custo_usina,beta_custo_usina,custo_transporte_por_t_km,percentual_OPEX,fator_disponibilidade,cenario,cod_cenario_sem_ils,receita,inv_prob_sede_existente,inv_prob_sede_qualquer,heuristica,cod_cenario,max_avaliacoes_fitness
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.1,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,113,175,20,75,2,113,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.1,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,114,175,20,75,2,114,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.1,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,115,175,20,75,2,115,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.1,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,116,175,20,75,2,116,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.25,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,117,175,20,75,2,117,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.25,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,118,175,20,75,2,118,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.25,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,119,175,20,75,2,119,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.25,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,120,175,20,75,2,120,1e4
175,preco_leilao,1e6,12,conab,31,21.679999999999996,11.789642255999999,0.01,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,121,175,20,75,2,121,1e4
175,preco_leilao,1e6,12,conab,31,21.679999999999996,11.789642255999999,0.01,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,122,175,20,75,2,122,1e4
175,preco_leilao,1e6,12,conab,31,21.679999999999996,11.789642255999999,0.01,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,123,175,20,75,2,123,1e4
175,preco_leilao,1e6,12,conab,31,21.679999999999996,11.789642255999999,0.01,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,124,175,20,75,2,124,1e4
175,preco_leilao,1e6,12,conab,31,21.679999999999996,11.789642255999999,0.025,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,125,175,20,75,2,125,1e4
175,preco_leilao,1e6,12,conab,31,21.679999999999996,11.789642255999999,0.025,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,126,175,20,75,2,126,1e4
